chembl_id,name,smiles,first_approval
CHEMBL1441,Ethionamide,CCc1cc(C(N)=S)ccn1,1965.0
CHEMBL225071,Raltitrexed,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,
CHEMBL225072,Pemetrexed,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,2004.0
CHEMBL387675,Daptomycin,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,2003.0
CHEMBL389621,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1952.0
CHEMBL1443,Nafcillin,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1965.0
CHEMBL388590,Benzbromarone,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,
CHEMBL1444,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1997.0
CHEMBL223228,Efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,1998.0
CHEMBL227529,Alogliptin Benzoate,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,2013.0
CHEMBL1445,Fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1956.0
CHEMBL376359,Alogliptin,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,2013.0
CHEMBL1446,Kanamycin Sulfate,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,1973.0
CHEMBL1447,Lincomycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,1964.0
CHEMBL227875,Pretomanid,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,2019.0
CHEMBL1448,Niclosamide,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1982.0
CHEMBL1449,Ticarcillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,1976.0
CHEMBL1450,Atovaquone,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,1992.0
CHEMBL229128,Mephenesin,Cc1ccccc1OCC(O)CO,
CHEMBL189,Milrinone,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,1987.0
CHEMBL1451,Triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1957.0
CHEMBL230158,Seladelpar,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,2024.0
CHEMBL1454,Levamisole,c1ccc([C@H]2CN3CCSC3=N2)cc1,1990.0
CHEMBL1455,Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1,1990.0
CHEMBL1456,Mycophenolate Mofetil,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1995.0
CHEMBL1457,Hydrocodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1943.0
CHEMBL396778,Safinamide,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,2015.0
CHEMBL231068,Flibanserin,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,2015.0
CHEMBL243712,Amisulpride,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1986.0
CHEMBL395091,Esketamine,CN[C@]1(c2ccccc2Cl)CCCCC1=O,2019.0
CHEMBL1460,Didanosine,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,1991.0
CHEMBL231884,Diosmin,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,
CHEMBL1463,Flucytosine,Nc1nc(=O)[nH]cc1F,1971.0
CHEMBL1464,Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1954.0
CHEMBL397420,Acenocoumarol,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,
CHEMBL1465,Phenprocoumon,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,1957.0
CHEMBL1466,Dicumarol,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,1944.0
CHEMBL233406,Sodium Sulfate Anhydrous,O=S(=O)([O-])[O-].[Na+].[Na+],1984.0
CHEMBL231813,Telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,2011.0
CHEMBL1467,Allopurinol,Oc1ncnc2[nH]ncc12,1966.0
CHEMBL232201,Benziodarone,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,
CHEMBL395110,Mepazine,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,
CHEMBL444633,Rifabutin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,1992.0
CHEMBL231779,Apixaban,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,2011.0
CHEMBL1469,Phenylbutanoic Acid,O=C(O)CCCc1ccccc1,1996.0
CHEMBL437765,Rifamycin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,2018.0
CHEMBL235668,Tipiracil,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,2015.0
CHEMBL1471,Aprepitant,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2003.0
CHEMBL237500,Linagliptin,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,2011.0
CHEMBL1473,Fluticasone Propionate,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1990.0
CHEMBL238071,Vindesine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,
CHEMBL1475,Trioxsalen,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,1964.0
CHEMBL1477,Cerivastatin,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,1997.0
CHEMBL240597,Chenodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1983.0
CHEMBL1479,Danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,1976.0
CHEMBL1480,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1991.0
CHEMBL1481,Glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,1995.0
CHEMBL238804,Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,2015.0
CHEMBL1482,Bethanechol,CC(C[N+](C)(C)C)OC(N)=O,1948.0
CHEMBL1483,Albendazole,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1996.0
CHEMBL393220,Atorvastatin Calcium,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],1996.0
CHEMBL1484,Nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,1988.0
CHEMBL245807,Oxyphenisatine,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,
CHEMBL191,Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1995.0
CHEMBL192,Sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,1998.0
CHEMBL247951,Pemafibrate,CC[C@@H](Oc1cccc(CN(CCCOc2ccc(OC)cc2)c2nc3ccccc3o2)c1)C(=O)O,2017.0
CHEMBL398435,Ticagrelor,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,2010.0
CHEMBL1486,Tenofovir Disoproxil Fumarate,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O,2001.0
CHEMBL1487,Atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,1996.0
CHEMBL1488,Uracil Mustard,Oc1ncc(N(CCCl)CCCl)c(O)n1,1962.0
CHEMBL1489,Azacitidine,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,2004.0
CHEMBL251940,Periciazine,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,
CHEMBL1490,Trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1949.0
CHEMBL1491,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,1992.0
CHEMBL400599,Benfluorex,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1,1974.0
CHEMBL253376,Bromhexine,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,
CHEMBL254857,Fipexide,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,
CHEMBL1492,Diphenylpyraline,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,1982.0
CHEMBL1493,Flavoxate,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1970.0
CHEMBL255044,Flupirtine,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,
CHEMBL1495,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,1982.0
CHEMBL404849,Suloctidil,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,1979.0
CHEMBL252556,Idebenone,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,2015.0
CHEMBL1496,Rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,2003.0
CHEMBL1497,Betamethasone Valerate,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1967.0
CHEMBL254219,Digitoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1982.0
CHEMBL1501,Fluocinonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1971.0
CHEMBL398707,Hydromorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,1984.0
CHEMBL193,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],1981.0
CHEMBL1502,Pantoprazole,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,2000.0
CHEMBL1503,Omeprazole,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,1989.0
CHEMBL1504,Triamcinolone Acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1960.0
CHEMBL1505,Almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,2001.0
CHEMBL1508,Escitalopram,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,2002.0
CHEMBL1509,Drospirenone,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,2001.0
CHEMBL1510,Eletriptan,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,2002.0
CHEMBL1511,Estradiol Valerate,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1982.0
CHEMBL1512,Flunisolide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1981.0
CHEMBL251634,Fluocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,
CHEMBL1513,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1997.0
CHEMBL1514,Levomethadyl Acetate,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1993.0
CHEMBL249837,Methacycline,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12,1982.0
CHEMBL1515,Methimazole,Cn1ccnc1S,1950.0
CHEMBL1517,Oxytetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1964.0
CHEMBL1518,Propylthiouracil,CCCc1cc(=O)[nH]c(=S)[nH]1,1947.0
CHEMBL1519,Trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,1996.0
CHEMBL1520,Vardenafil,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,2003.0
CHEMBL1521,Zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,1999.0
CHEMBL1522,Eszopiclone,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,2004.0
CHEMBL248702,Dexfenfluramine,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,
CHEMBL249856,Enoximone,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,
CHEMBL1525,Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1986.0
CHEMBL254328,Abiraterone,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,
CHEMBL254316,Raltegravir,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,2007.0
CHEMBL254468,Fluciclovine F18,N[C@]1(C(=O)O)C[C@@H]([18F])C1,2016.0
CHEMBL404108,Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,2005.0
CHEMBL256087,Menthol,CC1CCC(C(C)C)C(O)C1,2008.0
CHEMBL1528,Sodium Fluoride,[F-].[Na+],1972.0
CHEMBL1529,Diphenidol Hydrochloride,Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,1967.0
CHEMBL256997,Ataluren,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,2014.0
CHEMBL256105,Monensin,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,
CHEMBL255863,Nilotinib,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,2007.0
CHEMBL259209,Milnacipran,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,2009.0
CHEMBL259571,Tapinarof,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,2022.0
CHEMBL1531,Etonogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,2001.0
CHEMBL1532,Quinethazone,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1963.0
CHEMBL1533,Desogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,1992.0
CHEMBL1534,Riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,1993.0
CHEMBL258918,Mesterolone,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,
CHEMBL259972,Mofezolac,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,1994.0
CHEMBL1535,Hydroxychloroquine,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1955.0
CHEMBL1536,Ergocalciferol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,1941.0
CHEMBL261772,Meclocycline Sulfosalicylate,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,1982.0
CHEMBL1537,Azlocillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1982.0
CHEMBL1538,Tenofovir Disoproxil,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,2001.0
CHEMBL1539,Sulfadoxine,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,1981.0
CHEMBL1540,Penciclovir,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,1996.0
CHEMBL1541,Cefixime,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,1989.0
CHEMBL1542,Azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,1968.0
CHEMBL260538,Ulipristal Acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,2009.0
CHEMBL405110,Methylene Blue Anhydrous,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],2011.0
CHEMBL1544,Liothyronine,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,1956.0
CHEMBL408513,Belinostat,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,2014.0
CHEMBL270190,Alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,2008.0
CHEMBL1546,Hydroxyamphetamine,CC(N)Cc1ccc(O)cc1,1969.0
CHEMBL1547,Thiamine Ion,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,1982.0
CHEMBL256907,Maraviroc,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,2007.0
CHEMBL271227,Abiraterone Acetate,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,2011.0
CHEMBL404520,Chlortetracycline,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,1950.0
CHEMBL267495,Nalfurafine,CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,2009.0
CHEMBL1549,Hydrocortisone Cypionate,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,1955.0
CHEMBL1550,Phytonadione,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,1982.0
CHEMBL429910,Dapagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,2012.0
CHEMBL1551,Ursodiol,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1987.0
CHEMBL406393,Deoxycholic Acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,2015.0
CHEMBL272427,Taurursodiol,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,2022.0
CHEMBL1555,Galantamine Hydrobromide,Br.COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,2001.0
CHEMBL196,Ascorbic Acid,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,1985.0
CHEMBL1557,Dopamine Hydrochloride,Cl.NCCc1ccc(O)c(O)c1,1974.0
CHEMBL1558,Prazosin Hydrochloride,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,1976.0
CHEMBL1559,Miconazole Nitrate,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,1974.0
CHEMBL1560,Captopril,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1981.0
CHEMBL517712,Atropine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1960.0
CHEMBL1561,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1996.0
CHEMBL1563,Daunorubicin Hydrochloride,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,1979.0
CHEMBL511142,Buprenorphine,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1981.0
CHEMBL1564,Diphenylpyraline Hydrochloride,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,1982.0
CHEMBL529437,Cocaine Hydrochloride,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl,2017.0
CHEMBL471737,Ivabradine,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,2005.0
CHEMBL1567,Sunitinib Malate,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,2006.0
CHEMBL501849,Simeprevir,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,2013.0
CHEMBL455186,Treosulfan,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,2019.0
CHEMBL462547,Urethane,CCOC(N)=O,
